15839|(HANK) MODENA CONCRETE PUMPING|39839|Vendor Number 39839|Contact: Henry Modena|Mr.|Henry|Modena|4870 La Honda Road|San Gregorio, CA  94074|4870 La Honda Road|San Gregorio, CA  94074|Phone: 650/726-6220|Fax: 650/726-0868|Email: modenacp@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 7/31/2021|Certification #CMD072115839|32 Meter, 40 Meter, and 42 Meter Boom Pumps amd 3/4 Rock Pump Trailer|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021|GS138||10|N||Updated 9/11/2019
15550|GEOMETRIX SURVEYING ENGINEERING INC|67959|Vendor Number 67959|Contact: Luther Clem|Mr.|Luther|Clem|5436 California Street|San Francisco, CA  94118|5436 California Street|San Francisco, CA  94118|Phone: 415/422-0527|Fax: 415/422-0577|Email: lou@geometrixsurvey.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2021|Certification #CMD032115550|Land Surveying Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2021|AE015||10|N||Updated 9/11/2019
11924|GEOTECHNICAL CONSULTANTS INC|08220|Vendor Number 08220|Contact: G. Neel Neelakantan|Mr.|G. Neel|Neelakantan|500 Sansome Street, Suite 402|San Francisco, CA  94111|500 Sansome Street, Suite 402|San Francisco, CA  94111|Phone: 415/981-9950|Fax:  415/981-9951|Email: neel@gtcgeotech.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022211924|Geotechnical Engineering, Geology, Hydrogeology, Water Resource Engineering, Environmental Advisory Services (EIR)|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|PS058||10|Y||Updated 9/11/2019
11924|GEOTECHNICAL CONSULTANTS INC|08220|Vendor Number 08220|Contact: G. Neel Neelakantan|Mr.|G. Neel|Neelakantan|500 Sansome Street, Suite 402|San Francisco, CA  94111|500 Sansome Street, Suite 402|San Francisco, CA  94111|Phone: 415/981-9950|Fax:  415/981-9951|Email: neel@gtcgeotech.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022211924|Geotechnical Engineering, Geology, Hydrogeology, Water Resource Engineering, Environmental Advisory Services (EIR)|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|AE020||10|Y||Updated 9/11/2019
11924|GEOTECHNICAL CONSULTANTS INC|08220|Vendor Number 08220|Contact: G. Neel Neelakantan|Mr.|G. Neel|Neelakantan|500 Sansome Street, Suite 402|San Francisco, CA  94111|500 Sansome Street, Suite 402|San Francisco, CA  94111|Phone: 415/981-9950|Fax:  415/981-9951|Email: neel@gtcgeotech.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022211924|Geotechnical Engineering, Geology, Hydrogeology, Water Resource Engineering, Environmental Advisory Services (EIR)|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|AE003||10|Y||Updated 9/11/2019
11924|GEOTECHNICAL CONSULTANTS INC|08220|Vendor Number 08220|Contact: G. Neel Neelakantan|Mr.|G. Neel|Neelakantan|500 Sansome Street, Suite 402|San Francisco, CA  94111|500 Sansome Street, Suite 402|San Francisco, CA  94111|Phone: 415/981-9950|Fax:  415/981-9951|Email: neel@gtcgeotech.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022211924|Geotechnical Engineering, Geology, Hydrogeology, Water Resource Engineering, Environmental Advisory Services (EIR)|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|PS010||10|Y||Updated 9/11/2019
11924|GEOTECHNICAL CONSULTANTS INC|08220|Vendor Number 08220|Contact: G. Neel Neelakantan|Mr.|G. Neel|Neelakantan|500 Sansome Street, Suite 402|San Francisco, CA  94111|500 Sansome Street, Suite 402|San Francisco, CA  94111|Phone: 415/981-9950|Fax:  415/981-9951|Email: neel@gtcgeotech.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022211924|Geotechnical Engineering, Geology, Hydrogeology, Water Resource Engineering, Environmental Advisory Services (EIR)|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022|AE005||10|Y||Updated 9/11/2019
15862|GESTALT GRAPHICS|79665|Vendor Number 79665|Contact: Randall A Homan|Ms.|Randall|Homan|1935 Franklin Street, #401|San Francisco, CA  94109|1935 Franklin Street, #401|San Francisco, CA  94109|Phone: 415/776-4913||Email: randallannhoman@gmail.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052215862|website desing and programming, graphic design, desktop publishing, document template design and training|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022|PS001||10|N||Updated 9/11/2019
15862|GESTALT GRAPHICS|79665|Vendor Number 79665|Contact: Randall A Homan|Ms.|Randall|Homan|1935 Franklin Street, #401|San Francisco, CA  94109|1935 Franklin Street, #401|San Francisco, CA  94109|Phone: 415/776-4913||Email: randallannhoman@gmail.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052215862|website desing and programming, graphic design, desktop publishing, document template design and training|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022|PS007||10|N||Updated 9/11/2019
15862|GESTALT GRAPHICS|79665|Vendor Number 79665|Contact: Randall A Homan|Ms.|Randall|Homan|1935 Franklin Street, #401|San Francisco, CA  94109|1935 Franklin Street, #401|San Francisco, CA  94109|Phone: 415/776-4913||Email: randallannhoman@gmail.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052215862|website desing and programming, graphic design, desktop publishing, document template design and training|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022|GS129||10|N||Updated 9/11/2019
15862|GESTALT GRAPHICS|79665|Vendor Number 79665|Contact: Randall A Homan|Ms.|Randall|Homan|1935 Franklin Street, #401|San Francisco, CA  94109|1935 Franklin Street, #401|San Francisco, CA  94109|Phone: 415/776-4913||Email: randallannhoman@gmail.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052215862|website desing and programming, graphic design, desktop publishing, document template design and training|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022|GS137||10|N||Updated 9/11/2019
15862|GESTALT GRAPHICS|79665|Vendor Number 79665|Contact: Randall A Homan|Ms.|Randall|Homan|1935 Franklin Street, #401|San Francisco, CA  94109|1935 Franklin Street, #401|San Francisco, CA  94109|Phone: 415/776-4913||Email: randallannhoman@gmail.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052215862|website desing and programming, graphic design, desktop publishing, document template design and training|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022|GS102||10|N||Updated 9/11/2019
1000310|Global Access Supply Inc.|||Contact: Bill Chapman|Mr.|Bill|Chapman|325 Corey Way Unit 14|South San Francisco, CA  94080|325 Corey Way Unit 14|South San Francisco, CA  94080|Phone: 310-741-7229||Email: globalaccesssup@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD04201000310||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020|EQ036||10|N||Updated 9/11/2019
1000310|Global Access Supply Inc.|||Contact: Bill Chapman|Mr.|Bill|Chapman|325 Corey Way Unit 14|South San Francisco, CA  94080|325 Corey Way Unit 14|South San Francisco, CA  94080|Phone: 310-741-7229||Email: globalaccesssup@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD04201000310||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020|EQ081||10|N||Updated 9/11/2019
1000310|Global Access Supply Inc.|||Contact: Bill Chapman|Mr.|Bill|Chapman|325 Corey Way Unit 14|South San Francisco, CA  94080|325 Corey Way Unit 14|South San Francisco, CA  94080|Phone: 310-741-7229||Email: globalaccesssup@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD04201000310||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020|EQ083||10|N||Updated 9/11/2019
1000310|Global Access Supply Inc.|||Contact: Bill Chapman|Mr.|Bill|Chapman|325 Corey Way Unit 14|South San Francisco, CA  94080|325 Corey Way Unit 14|South San Francisco, CA  94080|Phone: 310-741-7229||Email: globalaccesssup@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2020|Certification #CMD04201000310||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020|EQ088||10|N||Updated 9/11/2019
1000280|Global Konnect Company|||Contact: Toye Moses|Mr.|Toye|Moses|1485 Bayshore Blvd. Suite 427|San Francisco, CA  94124|1485 Bayshore Blvd Suite 427|San Francisco, CA  94124|Phone: 415-822-1644||Email: globalkonnectcompany@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 12/31/2019|Certification #CMD12191000280||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 12/31/2019|PS002||10|N||Updated 9/11/2019
1000344|Global Team Corporation|||Contact: Ikhaleed Dixon|Mr.|Ikhaleed|Dixon|2910 Griffith Street|San Francisco, CA  94124|2910 Griffith Street|San Francisco, CA  94124|Phone: 415-225-8362||Email: globalteamcorporation@gmail.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 8/31/2022|Certification #CMD08221000344||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2022|CN005||10|N||Updated 9/11/2019
1000315|Globe Bay Area Forklift Co.|||Contact: Charmaine Creer|Ms.|Charmaine|Creer|2245 McKinnon Avenue|San Francisco, CA  94124|2245 McKinnon Avenue|San Francisco, CA  94124|Phone: 415-647-6990||Email: char@globeforklift.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 4/30/2022|Certification #CMD04221000315||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|EQ130||10|N||Updated 9/11/2019
14509|GLS LANDSCAPE/ARCHITECTURE|63823|Vendor Number 63823|Contact: Gary L. Strang|Mr.|Gary|Strang|2677 Mission Street, Suite 200|San Francisco, CA  94110|2677 Mission Street, Suite 200|San Francisco, CA  94110|Phone: 415/285-3614|Fax: 415/285-3624|Email: gls@glsarch.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 9/30/2021|Certification #CMD092114509|Architecture and Landscape Architecture Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2021|AE002||10|N||Updated 9/11/2019
14509|GLS LANDSCAPE/ARCHITECTURE|63823|Vendor Number 63823|Contact: Gary L. Strang|Mr.|Gary|Strang|2677 Mission Street, Suite 200|San Francisco, CA  94110|2677 Mission Street, Suite 200|San Francisco, CA  94110|Phone: 415/285-3614|Fax: 415/285-3624|Email: gls@glsarch.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 9/30/2021|Certification #CMD092114509|Architecture and Landscape Architecture Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2021|AE019||10|N||Updated 9/11/2019
14509|GLS LANDSCAPE/ARCHITECTURE|63823|Vendor Number 63823|Contact: Gary L. Strang|Mr.|Gary|Strang|2677 Mission Street, Suite 200|San Francisco, CA  94110|2677 Mission Street, Suite 200|San Francisco, CA  94110|Phone: 415/285-3614|Fax: 415/285-3624|Email: gls@glsarch.com|N|N|Y|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 9/30/2021|Certification #CMD092114509|Architecture and Landscape Architecture Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2021|PS058||10|N||Updated 9/11/2019
15037|GOLDEN BAY CONSTRUCTION INC|08375|Vendor Number 08375|Contact: Johnny Zanette|Mr.|Johnny|Zanette|3826 Depot Road|Hayward, CA  94545|3826 Depot Road|Hayward, CA  94545|Phone: 510/783-2960|Fax: 510/783-2971|Email: johnny@gbayinc.com|N|Y|N|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052215037|General Engineering Contractors|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022, CSLB License # 451401|CN032||10|N|451401|Updated 9/11/2019
1000329|Golden Bay Trans, Inc.|||Contact: Rajni Devi|Ms.|Rajni|Devi|1485 Bayshore Blvd., # 3200|San Francisco, CA  94124|1485 Bayshore Blvd., # 3200|San Francisco, CA  94124|Phone: 707-643-1328|Fax: 707-534-1807|Email: goldenbaytrans1@gmail.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 7/31/2020|Certification #CMD07201000329||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020|CN005||10|N||Updated 9/11/2019
13206|GOLDEN GATE GLASS & MIRROR CO INC|08404|Vendor Number 08404|Contact: Brian D Moore|Mr.|Brian|Moore|2011 Folsom Street|San Francisco, CA  94110|2011 Folsom Street|San Francisco, CA  94110|Phone: 415/552-0220|Fax: 415/552-6135|Email: mcpuent@sbcglobal.net|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022213206|Glazing subcontractors with a C-17 license.  Retail in glass, glazing, mirrors, storefront and window installations.  Also sell glass and related materials at wholesale to other glass companies.|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022, CSLB License # 228354|EQ092||10|N|228354|Updated 9/11/2019
13206|GOLDEN GATE GLASS & MIRROR CO INC|08404|Vendor Number 08404|Contact: Brian D Moore|Mr.|Brian|Moore|2011 Folsom Street|San Francisco, CA  94110|2011 Folsom Street|San Francisco, CA  94110|Phone: 415/552-0220|Fax: 415/552-6135|Email: mcpuent@sbcglobal.net|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2022|Certification #CMD022213206|Glazing subcontractors with a C-17 license.  Retail in glass, glazing, mirrors, storefront and window installations.  Also sell glass and related materials at wholesale to other glass companies.|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2022, CSLB License # 228354|CN042||10|N|228354|Updated 9/11/2019
17048|GOLDEN GATE NEUROMONITORING, LLC|95769|Vendor Number 95769|Contact: Jennifer McEvoy|Ms.|Jennifer|McEvoy|355 1st St., South 805|San Francisco, CA  94105|5758 Geary Blvd., #214|San Francisco, CA  94121|Phone: 415-566-4666|Fax: 885-811-4666|Email: jmcevoy@ggiom.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 10/31/2021|Certification #CMD102117048||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2021|PS011||10|N||Updated 9/11/2019
11794|GOLDEN GATE TOW INC|08413|Vendor Number 08413|Contact: Francisco Guzman|Mr.|Francisco|Guzman|355 Barneveld Avenue|San Francisco, CA  94124|355 Barneveld Avenue|San Francisco, CA  94124|Phone: 415/826-8866|Fax: 415/826-2688|Email: goldengatetow@yahoo.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032011794|towing services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|GS006||10|Y||Updated 9/11/2019
1000018|Go-Nantes LLC dba CN Solutions|399750|Vendor Number 399750|Contact: Clarissa Nantes|Mrs.|Clarissa|Nantes|3659 Folsom Street|San Francisco, CA  94110|3659 Folsom Street|San Francisco, CA  94110|Phone: 415-215-9106||Email: cnantes@pobox.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 6/30/2020|Certification #CMD06201000018||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 6/30/2020|PS015||10|N||Updated 9/11/2019
13423|GONZALES ARCHITECTS|23972|Vendor Number 23972|Contact: Irving Gonzales|Mr.|Irving|Gonzales|67A Water Street|San Francisco, CA  94133|67A Water Street|San Francisco, CA  94133|Phone: 415/776-8065|Fax: 415/928-5152|Email: irving@g7arch.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2021|Certification #CMD042113423|an architectural firm for residential commercial, institutional projects|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2021|AE019||10|N||Updated 9/11/2019
1000062|Gordon Plastering Inc.|||Contact: Carl Gordon|Mr.|Carl|Gordon|330 Topeka Avenue|San Francisco, CA  94124|330 Topeka Avenue|San Francisco, CA  94124|Phone: 415-937-3722||Email: gordonplasteringco@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 10/31/2021|Certification #CMD10211000062||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 10/31/2021, CSLB License # 1008637|CN007||10|N|1008637|Updated 9/11/2019
16068|GORMAN PIPELINE INC.|80212|Vendor Number 80212|Contact: Mark Gorman|Mr.|Mark|Gorman|4150 Balboa Street|San Francisco, CA  94121|4150 Balboa Street|San Francisco, CA  94121|Phone: 415/515-7713|Fax: 415/564-5418|Email: gormanpipeline@gmail.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052216068||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022, CSLB License # 898289|GS098||10|N|898289|Updated 9/11/2019
16068|GORMAN PIPELINE INC.|80212|Vendor Number 80212|Contact: Mark Gorman|Mr.|Mark|Gorman|4150 Balboa Street|San Francisco, CA  94121|4150 Balboa Street|San Francisco, CA  94121|Phone: 415/515-7713|Fax: 415/564-5418|Email: gormanpipeline@gmail.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 5/31/2022|Certification #CMD052216068||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2022, CSLB License # 898289|CN032||10|N|898289|Updated 9/11/2019
1000230|Grand Electric & Construction Co. Inc.|||Contact: Samuel Lee|Mr.|Samuel|Lee|133 Tanforan Avenue|San Bruno, CA  94066|133 Tanforan Avenue|San Bruno, CA  94066|Phone: 650-588-5678|Fax: 650-588-6678|Email: sam@grandelec.com|N|Y|N|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 7/31/2021|Certification #CMD07211000230||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021, CSLB License # 948360|CN034||10|N|948360|Updated 9/11/2019
16972|Graphic User LLC|400511|Vendor Number 400511|Contact: Bradley Thomas|Mr.|Bradley|Thomas|4789 19th Street|San Francisco, CA  94114|4789 19th Street|San Francisco, CA  94114|Phone: 415-796-3994||Email: brad@graphicuser.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2021|Certification #CMD022116972||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2021|GS010||10|N||Updated 9/11/2019
16972|Graphic User LLC|400511|Vendor Number 400511|Contact: Bradley Thomas|Mr.|Bradley|Thomas|4789 19th Street|San Francisco, CA  94114|4789 19th Street|San Francisco, CA  94114|Phone: 415-796-3994||Email: brad@graphicuser.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 2/28/2021|Certification #CMD022116972||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2021|GS102||10|N||Updated 9/11/2019
16683|GREEN LIVING PLANET LLC dba SHINE FACILITY SERVICES|89118|Vendor Number 89118|Contact: Luis Ramirez|Mr.|Luis|Ramirez|1161 Mission Street, Suite #410|San Francisco, CA  94103|687 20th Avenue|San Francisco, CA  94121|Phone: 415/400-5671||Email: yunhee.lee@greenlivingplanet.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2022|Certification #CMD042216683||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2022|GS090||10|N||Updated 9/11/2019
17208|GREEN MOTIVATE|400309|Vendor Number 400309|Contact: Meghan Kelly|Ms.|Meghan|Kelly|50 Hearst Avenue|San Francisco, CA  94131|50 Hearst Avenue|San Francisco, CA  94131|Phone: 415-766-7146||Email: meghan@greenmotivate.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2022|Certification #CMD092217208||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2022|PS010||10|N||Updated 9/11/2019
17208|GREEN MOTIVATE|400309|Vendor Number 400309|Contact: Meghan Kelly|Ms.|Meghan|Kelly|50 Hearst Avenue|San Francisco, CA  94131|50 Hearst Avenue|San Francisco, CA  94131|Phone: 415-766-7146||Email: meghan@greenmotivate.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2022|Certification #CMD092217208||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2022|PS052||10|N||Updated 9/11/2019
16421|GREEN SLEEVES TREE STAKING, INC. dba GREEN SLEEVES|400358|Vendor Number 400358|Contact: Robert Poyas|Mr.|Robert|Poyas|1206 18th Street|San Francisco, CA  94107|1206 18th Street|San Francisco, CA  94107|Phone: 415/863-9880|Fax: 415/861-5228|Email: robert@greensleeves.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2021|Certification #CMD032116421||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2021|EQ079||10|N||Updated 9/11/2019
16254|GREEN SOURCE TRADING LLC|82807|Vendor Number 82807|Contact: Washington Wong|Mr.|Washington|Wong|1711 Mission Street|San Francsico, CA  94103|1711 Mission Street|San Francsico, CA  94103|Phone: 415/779-6088|Fax: 415/779-2088|Email: greensourcetrading@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 2/28/2021|Certification #CMD022116254||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2021|EQ010||10|N||Updated 9/11/2019
16254|GREEN SOURCE TRADING LLC|82807|Vendor Number 82807|Contact: Washington Wong|Mr.|Washington|Wong|1711 Mission Street|San Francsico, CA  94103|1711 Mission Street|San Francsico, CA  94103|Phone: 415/779-6088|Fax: 415/779-2088|Email: greensourcetrading@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 2/28/2021|Certification #CMD022116254||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2021|EQ048||10|N||Updated 9/11/2019
16254|GREEN SOURCE TRADING LLC|82807|Vendor Number 82807|Contact: Washington Wong|Mr.|Washington|Wong|1711 Mission Street|San Francsico, CA  94103|1711 Mission Street|San Francsico, CA  94103|Phone: 415/779-6088|Fax: 415/779-2088|Email: greensourcetrading@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 2/28/2021|Certification #CMD022116254||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2021|EQ080||10|N||Updated 9/11/2019
16254|GREEN SOURCE TRADING LLC|82807|Vendor Number 82807|Contact: Washington Wong|Mr.|Washington|Wong|1711 Mission Street|San Francsico, CA  94103|1711 Mission Street|San Francsico, CA  94103|Phone: 415/779-6088|Fax: 415/779-2088|Email: greensourcetrading@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 2/28/2021|Certification #CMD022116254||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2021|EQ088||10|N||Updated 9/11/2019
16254|GREEN SOURCE TRADING LLC|82807|Vendor Number 82807|Contact: Washington Wong|Mr.|Washington|Wong|1711 Mission Street|San Francsico, CA  94103|1711 Mission Street|San Francsico, CA  94103|Phone: 415/779-6088|Fax: 415/779-2088|Email: greensourcetrading@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|C|Expiration Date: 2/28/2021|Certification #CMD022116254||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 2/28/2021|EQ101||10|N||Updated 9/11/2019
12025|GREG ROJA & ASSOCIATES INC|15873|Vendor Number 15873|Contact: Greg Roja|Mr.|Greg|Roja|477 Sutter Street, Suite 516|San Francisco, CA  94108|477 Sutter Street, Suite 516|San Francisco, CA  94108|Phone: 415/874-9409|Fax: 415/874-9409|Email: groja@graintl.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012025|Architecture, Planning, Interior Design, Landscape & urban Design, Transportation & Traffic Engineering, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|AE011||10|N||Updated 9/11/2019
12025|GREG ROJA & ASSOCIATES INC|15873|Vendor Number 15873|Contact: Greg Roja|Mr.|Greg|Roja|477 Sutter Street, Suite 516|San Francisco, CA  94108|477 Sutter Street, Suite 516|San Francisco, CA  94108|Phone: 415/874-9409|Fax: 415/874-9409|Email: groja@graintl.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012025|Architecture, Planning, Interior Design, Landscape & urban Design, Transportation & Traffic Engineering, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|AE002||10|N||Updated 9/11/2019
12025|GREG ROJA & ASSOCIATES INC|15873|Vendor Number 15873|Contact: Greg Roja|Mr.|Greg|Roja|477 Sutter Street, Suite 516|San Francisco, CA  94108|477 Sutter Street, Suite 516|San Francisco, CA  94108|Phone: 415/874-9409|Fax: 415/874-9409|Email: groja@graintl.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012025|Architecture, Planning, Interior Design, Landscape & urban Design, Transportation & Traffic Engineering, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|PS009||10|N||Updated 9/11/2019
12025|GREG ROJA & ASSOCIATES INC|15873|Vendor Number 15873|Contact: Greg Roja|Mr.|Greg|Roja|477 Sutter Street, Suite 516|San Francisco, CA  94108|477 Sutter Street, Suite 516|San Francisco, CA  94108|Phone: 415/874-9409|Fax: 415/874-9409|Email: groja@graintl.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012025|Architecture, Planning, Interior Design, Landscape & urban Design, Transportation & Traffic Engineering, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|PS058||10|N||Updated 9/11/2019
12025|GREG ROJA & ASSOCIATES INC|15873|Vendor Number 15873|Contact: Greg Roja|Mr.|Greg|Roja|477 Sutter Street, Suite 516|San Francisco, CA  94108|477 Sutter Street, Suite 516|San Francisco, CA  94108|Phone: 415/874-9409|Fax: 415/874-9409|Email: groja@graintl.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082012025|Architecture, Planning, Interior Design, Landscape & urban Design, Transportation & Traffic Engineering, Construction Management|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020|AE019||10|N||Updated 9/11/2019
